population_2023,population_2020,growth_rate,vacancy_rate,total_housing_units,occupied_units,median_income,median_home_value,price_to_income_ratio,affordable_home_price,median_gross_rent,total_workers,public_transit_rate,work_from_home_rate,college_plus_rate
23642,22299,6.0226916005202025,2.679786454516906,9553,9297,143409,492100,3.431444330551081,430227,2337,13949,2.423112767940354,19.055129399956986,39.43405803231537
